a_1,a_2,b_1,b_2,g_1,g_2,steps til period gets recognized,time period,horizontal period,average time in seconds per peeling,average tube thickness in Period,average vertical translation in period,max tube thickness in period
5,6,0,1,1,1,1,1,6,0.0003110170364379883,0.8000000000004093,1.0,0.8000000000004093
5,7,0,1,1,1,1,1,7,0.00022459030151367188,0.75,1.0,0.75
5,8,0,1,1,1,1,1,4,0.00022590160369873047,0.6000000000001364,1.0,0.6000000000001364
5,9,0,1,1,1,4,1,9,0.00019598007202148438,1.25,1.0,1.25
5,11,0,1,1,1,4,2,11,0.00020333131154378256,1.5848484848485835,0.5,1.75
5,12,0,1,1,1,4,2,6,0.00024286905924479166,0.7722222222223157,0.5,0.8166666666669471
5,13,0,1,1,1,4,2,13,0.00025463104248046875,1.1615384615385078,0.5,1.25
5,14,0,1,1,1,4,2,14,0.0002276897430419922,0.8000000000001061,0.5,0.8000000000002956
5,16,0,1,1,1,4,2,8,0.00023718674977620444,0.7041666666667652,0.5,0.8000000000000682
5,17,0,1,1,1,2,2,17,0.00022804737091064453,0.8372549019608186,0.5,0.8500000000000227
