a_1,a_2,b_1,b_2,g_1,g_2,steps til period gets recognized,time period,horizontal period,average time in seconds per peeling,average tube thickness in Period,average vertical translation in period,max tube thickness in period
1,8,4,13,1,1,78,39,52,0.0003409080016307342,0.9532914201185918,0.41025641025641024,0.9970414201191033
1,8,4,15,1,1,90,45,60,0.0003650824228922526,0.948381642512459,0.35555555555555557,0.9755555555570936
1,8,4,17,1,1,141,51,68,0.0004216991364955902,0.959425738621656,0.35294117647058826,0.9930795847767513
1,8,4,19,1,1,139,57,76,0.00048201181450668645,0.978502005922909,0.38596491228070173,1.0360110803349016
1,8,5,6,1,1,18,9,12,0.0001468658447265625,0.709722222222257,0.4444444444444444,0.722222222222257
1,8,5,7,1,1,42,21,28,0.00022168386550176712,0.8921614100186512,0.38095238095238093,0.9489795918369737
1,8,5,8,1,1,4,2,8,0.00016677379608154297,0.53125,0.5,0.53125
1,8,5,9,1,1,66,27,36,0.0002788292464389596,0.9377204585539067,0.4074074074074074,0.9645061728397195
1,8,5,11,1,1,73,33,44,0.00029422427123447633,0.9536643169666282,0.3939393939393939,0.99276859504198
1,8,5,12,1,1,18,9,12,0.00013535111038773148,0.7097222222222545,0.4444444444444444,0.7222222222222854
1,8,5,13,1,1,104,39,52,0.0003628230595088505,0.9559541420120594,0.48717948717948717,0.9593195266279508
1,8,5,14,1,1,54,21,28,0.0002113978068033854,0.8922773654917422,0.47619047619047616,0.8979591836738336
1,8,5,16,1,1,31,12,16,0.0001519114472145258,0.7770432692307693,0.4166666666666667,0.8203125
1,8,5,17,1,1,132,51,68,0.00042395904415943583,0.9730669417092929,0.39215686274509803,1.0259515570947428
1,8,5,18,1,1,70,27,36,0.0002551693277260692,0.9216820987655495,0.37037037037037035,0.9876543209880424
1,8,5,19,1,1,148,57,76,0.0004548782255591416,0.9671112331650259,0.3508771929824561,1.0069252077573765
1,8,6,7,1,1,55,21,28,0.00021763538059435392,0.8922773654917843,0.47619047619047616,0.8979591836738479
1,8,6,11,1,1,73,33,44,0.0002969773310535359,0.9536643169666101,0.3939393939393939,0.9927685950417526
1,8,6,13,1,1,80,39,52,0.00034043167819495964,0.9676220414203435,0.3846153846153847,1.0125739644980172
1,8,6,17,1,1,118,51,68,0.000441620335776425,0.9695817806764915,0.47058823529411764,0.9844290657451893
1,8,6,19,1,1,132,57,76,0.0004760878426688058,0.9764423536160343,0.42105263157894735,1.0152354570651596
1,8,7,8,1,1,2,2,8,0.00015372037887573242,0.53125,0.5,0.53125
1,8,7,9,1,1,70,27,36,0.0002379319102493758,0.9216820987655405,0.37037037037037024,0.9876543209879856
1,8,7,10,1,1,34,15,20,0.0001355044695795799,0.828437500000053,0.4,0.880000000000166
1,8,7,11,1,1,66,33,44,0.0003150737646854285,0.9426045211474429,0.48484848484848486,0.9462809917358754
1,8,7,12,1,1,18,9,12,0.00012544349387839989,0.7097222222222435,0.4444444444444444,0.722222222222257
1,8,7,13,1,1,80,39,52,0.00033945195815142463,0.9676220414203793,0.38461538461538464,1.012573964497733
1,8,7,15,1,1,129,45,60,0.00037181925499576264,0.978309178744329,0.37777777777777777,1.027222222223429
1,8,7,16,1,1,30,12,16,0.0001638219470069522,0.8635817307692307,0.4166666666666667,0.8828125
1,8,7,17,1,1,121,51,68,0.0004573034685711528,0.9687666356139227,0.45098039215686275,0.9935121107278064
1,8,7,18,1,1,60,27,36,0.0002579113532756937,0.9230048500882535,0.4814814814814816,0.927469135802653
1,8,7,19,1,1,122,57,76,0.000496933580110859,0.9798392874207498,0.49122807017543857,0.9819944598366419
1,8,7,20,1,1,32,15,20,0.00016306308989829206,0.837187500000069,0.4666666666666667,0.8450000000001978
1,8,8,9,1,1,60,27,36,0.00026608609605109553,0.9230048500882477,0.48148148148148145,0.927469135802653
1,8,8,11,1,1,76,33,44,0.0002834271947178272,0.9432122022364403,0.36363636363636365,1.0123966942153402
1,8,8,13,1,1,104,39,52,0.00034795774446500763,0.9559541420121,0.48717948717948717,0.9593195266279508
1,8,8,15,1,1,129,45,60,0.00037494473073674346,0.9783091787443058,0.37777777777777777,1.0272222222233722
1,8,8,17,1,1,136,51,68,0.00042564856177345316,0.9645411897794582,0.37254901960784315,0.9796712802781258
1,8,8,19,1,1,129,57,76,0.0004998765965943695,0.9757140128002905,0.43859649122807015,1.0058864265947705
1,8,9,10,1,1,32,15,20,0.0001659393310546875,0.8356250000000105,0.4666666666666667,0.8450000000000557
1,8,9,11,1,1,70,33,44,0.0002952756233585691,0.9367707826935087,0.42424242424242425,0.9752066115709113
1,8,9,13,1,1,78,39,52,0.00034509153447599494,0.9532914201185385,0.41025641025641024,0.997041420118876
1,8,9,14,1,1,54,21,28,0.0002085558573404948,0.8922773654916899,0.47619047619047616,0.8979591836736063
1,8,9,16,1,1,30,12,16,0.0001628625960577102,0.8635817307692307,0.4166666666666667,0.8828125
1,8,9,17,1,1,136,51,68,0.00041581857650675237,0.9645411897794853,0.37254901960784315,0.9796712802778984
1,8,9,19,1,1,143,57,76,0.00046301960945129396,0.9729140796642742,0.3684210526315789,0.9948060941846961
1,8,9,20,1,1,35,15,20,0.0001724815368652344,0.828437500000058,0.4,0.880000000000166
1,8,10,11,1,1,68,33,44,0.000314115297676313,0.9366492464756156,0.45454545454545453,0.9597107438021908
1,8,10,13,1,1,83,39,52,0.000335839928173628,0.9331915680477035,0.358974358974359,0.9526627218947397
1,8,10,17,1,1,121,51,68,0.0004451870918273926,0.9687666356139462,0.45098039215686275,0.9935121107278633
1,8,10,19,1,1,143,57,76,0.00045788884162902834,0.9729140796643041,0.3684210526315789,0.9948060941846961
1,8,11,12,1,1,18,9,12,0.0001400046878390842,0.7097222222222579,0.4444444444444444,0.722222222222257
1,8,11,13,1,1,108,39,52,0.00035301195520932985,0.9516642011837568,0.46153846153846156,0.9704142011842123
1,8,11,14,1,1,42,21,28,0.00021303646148197234,0.8921614100186706,0.38095238095238093,0.9489795918369737
1,8,11,15,1,1,90,45,60,0.0003782078071876808,0.9483816425124452,0.35555555555555557,0.9755555555570936
1,8,11,16,1,1,31,12,16,0.00015809924103492914,0.7770432692307693,0.4166666666666667,0.8203125
1,8,11,17,1,1,118,51,68,0.0004486473354362172,0.9695817806764668,0.47058823529411764,0.9844290657450756
1,8,11,18,1,1,60,27,36,0.00027344418668198857,0.9230048500883125,0.48148148148148145,0.9274691358027667
1,8,11,19,1,1,129,57,76,0.0004964361908615276,0.9757140128001633,0.43859649122807015,1.0058864265943157
1,8,11,20,1,1,35,15,20,0.00016989231109619142,0.8284375000000517,0.4,0.880000000000166
1,8,12,13,1,1,112,39,52,0.00034417221877748605,0.9505362426038875,0.4358974358974359,0.9829881656819452
1,8,12,17,1,1,132,51,68,0.00041816925090518804,0.9730669417091055,0.39215686274509803,1.0259515570942312
1,8,12,19,1,1,122,57,76,0.0005001289218497676,0.9798392874204194,0.49122807017543874,0.9819944598348727
1,8,13,14,1,1,58,21,28,0.00022095969960659364,0.8843923933210072,0.42857142857142855,0.920918367347042
1,8,13,15,1,1,110,45,60,0.00040458863781344507,0.9659903381646163,0.4888888888888889,0.9688888888899783
1,8,13,16,1,1,31,12,16,0.00015745052071504815,0.7770432692307693,0.4166666666666667,0.8203125
1,8,13,17,1,1,141,51,68,0.0004293384651343028,0.9594257386217199,0.35294117647058826,0.9930795847762965
1,8,13,18,1,1,70,27,36,0.00023913629276236308,0.9216820987655713,0.37037037037037035,0.9876543209879856
1,8,13,19,1,1,132,57,76,0.00047551134906748615,0.9764423536157358,0.42105263157894735,1.0152354570647049
1,8,13,20,1,1,32,15,20,0.00018300908677121427,0.8371875000000122,0.4666666666666667,0.8450000000000273
1,8,14,15,1,1,121,45,60,0.00038614043270248966,0.9612439613531106,0.4222222222222222,1.0005555555571846
1,8,14,17,1,1,125,51,68,0.0004350773312828758,0.9688165424545764,0.43137254901960786,1.003460207613898
1,8,14,19,1,1,148,57,76,0.00045626105331793065,0.9671112331652915,0.3508771929824561,1.0069252077585134
1,8,15,16,1,1,31,12,16,0.0001990018888961437,0.7770432692307693,0.4166666666666667,0.8203125
1,8,15,17,1,1,116,51,68,0.00048555157141771146,0.9736658237959013,0.49019607843137253,0.9762110726655919
1,8,15,19,1,1,139,57,76,0.0004653091333350357,0.9785020059227186,0.38596491228070173,1.0360110803335374
1,8,16,17,1,1,128,51,68,0.0004311447036998898,0.969731501198205,0.4117647058823529,1.0142733564025548
1,8,16,19,1,1,127,57,76,0.00048658122187075406,0.9751110421248647,0.45614035087719296,0.9972299168998688
1,8,17,18,1,1,66,27,36,0.0002631859112811345,0.9198633156967888,0.4074074074074074,0.9645061728397906
1,8,17,19,1,1,125,57,76,0.0004956263762253982,0.9759946031144888,0.47368421052631576,0.989265927979659
1,8,17,20,1,1,32,15,20,0.0001932813766154837,0.8371875000000448,0.4666666666666667,0.8450000000000841
