vorher,distances,350,210,140,210,630,210,140,210,350,350,210,140,210,630,210,140,210,350,350,210,140,210,630,210,140,210,280
nachher,distances,350,210,140,210,630,210,140,210,350,350,210,140,210,630,210,140,210,350,350,210,140,210,630,210,140,210
vorher,distances,210,280,210,490,210,280,210,560,210,280,210,490,210,280,210,560,210,280,210,490,210,280,210,140
nachher,distances,210,280,210,490,210,280,210,560,210,280,210,490,210,280,210,560,210,280,210,490,210,280,210
vorher,distances,420,420,350,420,420,420,420,420,350,420,420,420,420,420,350,420,420,70
nachher,distances,420,420,350,420,420,420,420,420,350,420,420,420,420,420,350,420,420
vorher,distances,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280
nachher,distances,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280
vorher,distances,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,210
nachher,distances,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,280
vorher,distances,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210,140
nachher,distances,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210
vorher,distances,420,420,350,420,420,420,420,420,350,420,420,420,420,420,350,420,420,70
nachher,distances,420,420,350,420,420,420,420,420,350,420,420,420,420,420,350,420,420
vorher,distances,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280
nachher,distances,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280,280,280,420,280,210,280,420,280
vorher,distances,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,210
nachher,distances,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,280,140,280,210,140,210,280,70,280,210,140,210,280
vorher,distances,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210,140
nachher,distances,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210,280,280,210,280,210,490,210,280,210
vorher,distances,420,420,350,420,420,420,420,420,350,420,420,420,420,420,350,420,420,70
nachher,distances,420,420,350,420,420,420,420,420,350,420,420,420,420,420,350,420,420
